-386.0,0.128
-385.6,0.124
-385.2,0.12
-384.8,0.12
-384.4,0.116
-384.0,0.108
-383.6,0.104
-383.2,0.108
-382.8,0.104
-382.4,0.1
-382.0,0.1
-381.6,0.104
-381.2,0.108
-380.8,0.108
-380.4,0.112
-380.0,0.116
-379.6,0.12
-379.2,0.124
-378.8,0.12
-378.4,0.12
-378.0,0.128
-377.6,0.132
-377.2,0.128
-376.8,0.124
-376.4,0.124
-376.0,0.12
-375.6,0.124
-375.2,0.124
-374.8,0.12
-374.4,0.124
-374.0,0.124
-373.6,0.116
-373.2,0.112
-372.8,0.116
-372.4,0.112
-372.0,0.116
-371.6,0.112
-371.2,0.108
-370.8,0.112
-370.4,0.112
-370.0,0.12
-369.6,0.112
-369.2,0.108
-368.8,0.104
-368.4,0.096
-368.0,0.088
-367.6,0.088
-367.2,0.088
-366.8,0.084
-366.4,0.088
-366.0,0.08
-365.6,0.076
-365.2,0.072
-364.8,0.068
-364.4,0.068
-364.0,0.064
-363.6,0.068
-363.2,0.072
-362.8,0.076
-362.4,0.084
-362.0,0.088
-361.6,0.092
-361.2,0.088
-360.8,0.092
-360.4,0.088
-360.0,0.084
-359.6,0.088
-359.2,0.092
-358.8,0.1
-358.4,0.104
-358.0,0.104
-357.6,0.104
-357.2,0.1
-356.8,0.092
-356.4,0.088
-356.0,0.088
-355.6,0.088
-355.2,0.092
-354.8,0.092
-354.4,0.096
-354.0,0.1
-353.6,0.108
-353.2,0.108
-352.8,0.108
-352.4,0.104
-352.0,0.1
-351.6,0.1
-351.2,0.096
-350.8,0.104
-350.4,0.1
-350.0,0.104
-349.6,0.1
-349.2,0.104
-348.8,0.104
-348.4,0.104
-348.0,0.104
-347.6,0.096
-347.2,0.096
-346.8,0.096
-346.4,0.092
-346.0,0.096
-345.6,0.096
-345.2,0.1
-344.8,0.1
-344.4,0.112
-344.0,0.112
-343.6,0.116
-343.2,0.112
-342.8,0.108
-342.4,0.112
-342.0,0.116
-341.6,0.112
-341.2,0.12
-340.8,0.112
-340.4,0.116
-340.0,0.12
-339.6,0.12
-339.2,0.12
-338.8,0.116
-338.4,0.108
-338.0,0.108
-337.6,0.104
-337.2,0.104
-336.8,0.104
-336.4,0.112
-336.0,0.108
-335.6,0.12
-335.2,0.112
-334.8,0.108
-334.4,0.108
-334.0,0.104
-333.6,0.108
-333.2,0.108
-332.8,0.116
-332.4,0.112
-332.0,0.112
-331.6,0.116
-331.2,0.116
-330.8,0.116
-330.4,0.104
-330.0,0.108
-329.6,0.096
-329.2,0.1
-328.8,0.108
-328.4,0.108
-328.0,0.1
-327.6,0.096
-327.2,0.1
-326.8,0.092
-326.4,0.096
-326.0,0.096
-325.6,0.1
-325.2,0.104
-324.8,0.108
-324.4,0.104
-324.0,0.1
-323.6,0.108
-323.2,0.1
-322.8,0.096
-322.4,0.092
-322.0,0.1
-321.6,0.1
-321.2,0.1
-320.8,0.092
-320.4,0.092
-320.0,0.1
-319.6,0.096
-319.2,0.092
-318.8,0.088
-318.4,0.096
-318.0,0.096
-317.6,0.092
-317.2,0.1
-316.8,0.108
-316.4,0.108
-316.0,0.112
-315.6,0.112
-315.2,0.112
-314.8,0.136
-314.4,0.14
-314.0,0.132
-313.6,0.14
-313.2,0.14
-312.8,0.14
-312.4,0.136
-312.0,0.136
-311.6,0.132
-311.2,0.132
-310.8,0.128
-310.4,0.132
-310.0,0.132
-309.6,0.136
-309.2,0.128
-308.8,0.116
-308.4,0.112
-308.0,0.112
-307.6,0.104
-307.2,0.104
-306.8,0.104
-306.4,0.112
-306.0,0.108
-305.6,0.112
-305.2,0.108
-304.8,0.116
-304.4,0.116
-304.0,0.112
-303.6,0.108
-303.2,0.112
-302.8,0.112
-302.4,0.112
-302.0,0.116
-301.6,0.112
-301.2,0.112
-300.8,0.112
-300.4,0.112
-300.0,0.116
-299.6,0.116
-299.2,0.12
-298.8,0.116
-298.4,0.116
-298.0,0.116
-297.6,0.12
-297.2,0.112
-296.8,0.108
-296.4,0.112
-296.0,0.108
-295.6,0.112
-295.2,0.108
-294.8,0.108
-294.4,0.104
-294.0,0.104
-293.6,0.104
-293.2,0.104
-292.8,0.1
-292.4,0.1
-292.0,0.1
-291.6,0.096
-291.2,0.104
-290.8,0.108
-290.4,0.104
-290.0,0.108
-289.6,0.108
-289.2,0.116
-288.8,0.12
-288.4,0.116
-288.0,0.116
-287.6,0.116
-287.2,0.112
-286.8,0.112
-286.4,0.116
-286.0,0.116
-285.6,0.112
-285.2,0.108
-284.8,0.108
-284.4,0.104
-284.0,0.1
-283.6,0.104
-283.2,0.104
-282.8,0.1
-282.4,0.096
-282.0,0.096
-281.6,0.1
-281.2,0.092
-280.8,0.092
-280.4,0.088
-280.0,0.092
-279.6,0.092
-279.2,0.096
-278.8,0.092
-278.4,0.1
-278.0,0.108
-277.6,0.108
-277.2,0.108
-276.8,0.104
-276.4,0.108
-276.0,0.108
-275.6,0.112
-275.2,0.116
-274.8,0.12
-274.4,0.124
-274.0,0.124
-273.6,0.124
-273.2,0.12
-272.8,0.124
-272.4,0.12
-272.0,0.112
-271.6,0.108
-271.2,0.112
-270.8,0.116
-270.4,0.116
-270.0,0.124
-269.6,0.112
-269.2,0.116
-268.8,0.112
-268.4,0.104
-268.0,0.108
-267.6,0.12
-267.2,0.12
-266.8,0.12
-266.4,0.12
-266.0,0.124
-265.6,0.124
-265.2,0.116
-264.8,0.112
-264.4,0.108
-264.0,0.104
-263.6,0.104
-263.2,0.096
-262.8,0.096
-262.4,0.096
-262.0,0.092
-261.6,0.084
-261.2,0.088
-260.8,0.088
-260.4,0.092
-260.0,0.084
-259.6,0.08
-259.2,0.076
-258.8,0.076
-258.4,0.08
-258.0,0.08
-257.6,0.088
-257.2,0.088
-256.8,0.088
-256.4,0.088
-256.0,0.084
-255.6,0.088
-255.2,0.088
-254.8,0.088
-254.4,0.088
-254.0,0.1
-253.6,0.104
-253.2,0.112
-252.8,0.116
-252.4,0.112
-252.0,0.108
-251.6,0.1
-251.2,0.112
-250.8,0.116
-250.4,0.12
-250.0,0.12
-249.6,0.116
-249.2,0.116
-248.8,0.116
-248.4,0.116
-248.0,0.112
-247.6,0.112
-247.2,0.108
-246.8,0.104
-246.4,0.104
-246.0,0.108
-245.6,0.112
-245.2,0.116
-244.8,0.112
-244.4,0.116
-244.0,0.124
-243.6,0.128
-243.2,0.128
-242.8,0.128
-242.4,0.124
-242.0,0.116
-241.6,0.112
-241.2,0.112
-240.8,0.12
-240.4,0.124
-240.0,0.12
-239.6,0.124
-239.2,0.112
-238.8,0.116
-238.4,0.12
-238.0,0.112
-237.6,0.112
-237.2,0.112
-236.8,0.112
-236.4,0.112
-236.0,0.116
-235.6,0.124
-235.2,0.124
-234.8,0.116
-234.4,0.116
-234.0,0.12
-233.6,0.112
-233.2,0.116
-232.8,0.116
-232.4,0.108
-232.0,0.104
-231.6,0.104
-231.2,0.1
-230.8,0.104
-230.4,0.104
-230.0,0.1
-229.6,0.092
-229.2,0.096
-228.8,0.104
-228.4,0.1
-228.0,0.092
