-386.0,4.984
-385.6,4.9854
-385.2,4.986
-384.8,4.9868
-384.4,4.9876
-384.0,4.9886
-383.6,4.9892
-383.2,4.9902
-382.8,4.9912
-382.4,4.9922
-382.0,4.9932
-381.6,4.9942
-381.2,4.9954
-380.8,4.9964
-380.4,4.9976
-380.0,4.9988
-379.6,5.0002
-379.2,5.0014
-378.8,5.0026
-378.4,5.0038
-378.0,5.0052
-377.6,5.0062
-377.2,5.0076
-376.8,5.009
-376.4,5.01
-376.0,5.011
-375.6,5.0118
-375.2,5.0128
-374.8,5.0138
-374.4,5.0148
-374.0,5.0154
-373.6,5.0168
-373.2,5.0176
-372.8,5.0186
-372.4,5.0196
-372.0,5.0206
-371.6,5.0212
-371.2,5.0222
-370.8,5.0232
-370.4,5.024
-370.0,5.0244
-369.6,5.0242
-369.2,5.025
-368.8,5.0256
-368.4,5.0264
-368.0,5.027
-367.6,5.0282
-367.2,5.0286
-366.8,5.029
-366.4,5.0296
-366.0,5.03
-365.6,5.0302
-365.2,5.0304
-364.8,5.0308
-364.4,5.031
-364.0,5.0314
-363.6,5.031
-363.2,5.0312
-362.8,5.0314
-362.4,5.0316
-362.0,5.0316
-361.6,5.0322
-361.2,5.0322
-360.8,5.0322
-360.4,5.0324
-360.0,5.0324
-359.6,5.0326
-359.2,5.0326
-358.8,5.0328
-358.4,5.0328
-358.0,5.033
-357.6,5.033
-357.2,5.033
-356.8,5.0326
-356.4,5.0328
-356.0,5.0324
-355.6,5.0324
-355.2,5.032
-354.8,5.0314
-354.4,5.0312
-354.0,5.031
-353.6,5.0312
-353.2,5.0312
-352.8,5.0314
-352.4,5.031
-352.0,5.0304
-351.6,5.03
-351.2,5.0298
-350.8,5.03
-350.4,5.0296
-350.0,5.0294
-349.6,5.0292
-349.2,5.0288
-348.8,5.0288
-348.4,5.0284
-348.0,5.0278
-347.6,5.0278
-347.2,5.0276
-346.8,5.0272
-346.4,5.0268
-346.0,5.0264
-345.6,5.026
-345.2,5.0258
-344.8,5.0258
-344.4,5.0254
-344.0,5.025
-343.6,5.0246
-343.2,5.0242
-342.8,5.024
-342.4,5.0238
-342.0,5.0232
-341.6,5.0226
-341.2,5.0226
-340.8,5.0226
-340.4,5.0222
-340.0,5.0222
-339.6,5.0218
-339.2,5.0218
-338.8,5.0216
-338.4,5.0214
-338.0,5.0214
-337.6,5.021
-337.2,5.0206
-336.8,5.02
-336.4,5.0202
-336.0,5.0202
-335.6,5.0196
-335.2,5.0194
-334.8,5.0188
-334.4,5.0182
-334.0,5.0176
-333.6,5.0174
-333.2,5.017
-332.8,5.0166
-332.4,5.0162
-332.0,5.016
-331.6,5.0158
-331.2,5.0154
-330.8,5.0154
-330.4,5.015
-330.0,5.0148
-329.6,5.014
-329.2,5.0136
-328.8,5.0126
-328.4,5.0124
